"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","임산부정원수","영유아정원수","임산부실면적","영유아실면적","모유수유실면적","급식시설면적","세탁실면적","목욕실면적","조리원화장실면적","사무실면적","간호사수","간호조무사수","영양사수","취사부수","미화원수","기타인원수","건물층수","지상층수","지하층수"
"3160000","PHMB120153160034042100001","20150723","","01","영업/정상","13","영업중","","","","","02-2060-9315","","","","서울특별시 구로구 경인로 322, 3~4층 (개봉동, 민전산부인과)","08274","민전 산후조리원","2021-02-16 17:56:27","U","2021-02-18 02:40:00.0","","187190.111430769    ","443880.346195961    ","16","16","232","32.4","","30","23","3.1","","","3","4","","2","1","1","3","3",""
"3170000","PHMB120073170035042100001","20071002","","03","폐업","03","폐업","20190903","","","","893-3535","","153031","서울특별시 금천구 시흥1동 912번지 20호  에벤에셀프라자 5층","서울특별시 금천구 금하로 720 (시흥동,에벤에셀프라자 5층)","","(주)와이케이 동그라미 산후조리원 금천지점","2019-09-03 12:21:22","U","2019-09-05 02:40:00.0","","191917.450107657    ","438699.77460936     ","23","23","270.85","57.12","","59.61","23.16","13.48","60.07","15.77","2","8","0","1","1","1","11","5","2"
"3170000","PHMB120083170035042100001","20080218","","03","폐업","03","폐업","20210924","","","","02-891-1801~4","","153030","서울특별시 금천구 시흥동 999번지 29호  30호","서울특별시 금천구 시흥대로 239 (시흥동,30호)","08614","뉴연세산후조리원","2021-09-28 08:49:47","U","2021-09-30 02:40:00.0","","191074.222004678    ","439241.805170218    ","26","26","367.24","49.68","30.04","71.02","8.37","2.1","2.1","6.6","4","7","0","0","1","0","22","19","3"
"3170000","PHMB120143170035042100001","20140912","","01","영업/정상","13","영업중","","","","","02-2109-3003","","153812","서울특별시 금천구 독산동 288번지 3호","서울특별시 금천구 시흥대로 415, 4~5층 (독산동, DDS빌딩)","08523","M.J 산후조리원","2016-12-05 16:52:39","I","2018-08-31 23:59:59.0","","190877.9899453      ","440964.438480712    ","24","24","412.66","87.21","14.13","15.53","13.5","40.8","40.8","11.04","3","9","","3","1","1","0","",""
"3180000","PHMB120153180034042100003","20151211","","03","폐업","03","폐업","20170703","","","","02-2068-5150","","","서울특별시 영등포구 당산동6가 224번지","서울특별시 영등포구 양평로 32 (당산동6가, 누가빌딩)","07223","아이엘산후조리원","2017-07-04 15:33:23","I","2018-08-31 23:59:59.0","","191349.222267929    ","447939.351087719    ","9","9","148.2","30","4","5","1.9","4","36","0","3","4","0","1","1","0","5","5","0"
"3180000","PHMB120063180034042100001","20061208","","03","폐업","03","폐업","20090413","","","","8438700","","150815","서울특별시 영등포구 대림3동 719번지 1호","서울특별시 영등포구 대림로 167 (대림동)","","아이맘산후조리원","2009-04-13 10:50:25","I","2018-08-31 23:59:59.0","","191015.410050315    ","443732.737198302    ","12","12","91.3","21.6","10.6","28.3","5","5","9.4","5","2","2","0","2","1","0","8","2","0"
"3180000","PHMB120063180034042100002","20061107","","03","폐업","03","폐업","20110408","","","","847-1001","","150840","서울특별시 영등포구 신길1동 160번지 14호","서울특별시 영등포구 도신로 215-1 (신길동)","150840","라메르산후조리원","2011-04-08 14:49:29","I","2018-08-31 23:59:59.0","","192431.265247094    ","445525.184869583    ","3","3","16.64","12.6","5.4","22.8","2.7","2.7","3.3","4.4","1","1","0","1","1","0","6","6","0"
"3180000","PHMB120063180034042100003","20061204","","03","폐업","03","폐업","20120511","","","","2637-3816","","150038","서울특별시 영등포구 영등포동8가 80번지 1호","서울특별시 영등포구 영중로 140 (영등포동8가)","","르베르쏘산후조리원","2012-05-03 09:37:46","I","2018-08-31 23:59:59.0","","191628.281133809    ","447397.380617328    ","13","13","86.29","18.73","0","20.84","3.83","4.2","4.34","4.1","4","4","0","1","1","0","8","0","0"
"3180000","PHMB120063180034042100004","20061205","","03","폐업","03","폐업","20170727","","","","","","150823","서울특별시 영등포구 대림2동 993번지 72호","서울특별시 영등포구 시흥대로175길 5 (대림동)","07445","사임당(디지털점)산후조리원","2017-07-24 15:53:58","I","2018-08-31 23:59:59.0","","191488.882466708    ","442861.809050257    ","12","12","134.8","20.8","0","23.7","0","0","0","10.5","2","8","1","1","1","0","3","23","0"
"3180000","PHMB120083180034042100002","20080221","","03","폐업","03","폐업","20170131","","","","","","150860","서울특별시 영등포구 신길6동 4491번지","서울특별시 영등포구 여의대방로 65 (신길동)","","VIP산후조리원","2017-02-03 15:45:54","I","2018-08-31 23:59:59.0","","192275.299730624    ","443891.073398846    ","17","17","256.74","28.09","10.52","33.44","8.26","0","0","20.29","2","9","0","1","1","0","8","2","0"
"3180000","PHMB120103180034042100002","20100907","","03","폐업","03","폐업","20150731","","","","","","150038","서울특별시 영등포구 영등포동8가 68번지","서울특별시 영등포구 영중로 133 (영등포동8가)","07228","아이엘산부인과 소아청소년과 부설 산후조리원","2015-12-11 19:48:24","I","2018-08-31 23:59:59.0","","191565.593190076    ","447346.655796394    ","7","7","127.1","28","0","0","20","4","26.7","18","2","4","0","1","1","0","6","5","1"
"3180000","PHMB120113180034042100002","20110809","","03","폐업","03","폐업","20150515","","","","2637-3838","","150038","서울특별시 영등포구 영등포동8가 80번지 1호","서울특별시 영등포구 영중로 140 (영등포동8가)","","(주)영등포 행복한 산후조리원","2015-05-06 14:42:59","I","2018-08-31 23:59:59.0","","191628.281133809    ","447397.380617328    ","16","16","179","34.9","3.4","25.7","10","34","34","5.7","4","5","0","2","1","1","5","4","1"
"3200000","PHMB120093200033042100001","20090410","","03","폐업","03","폐업","20120514","","","","","","151836","서울특별시 관악구 청룡동 875번지 1호","서울특별시 관악구 남부순환로 1802 (봉천동)","","로얄 사임당 산후조리원","2012-05-17 09:07:51","I","2018-08-31 23:59:59.0","","195537.269534163    ","442122.202180318    ","15","15","12.3","56.22","14.3","48.19","2.94","3.15","3.15","17.82","6","6","","2","2","","18","",""
"3180000","PHMB120143180034042100001","20141205","","01","영업/정상","13","영업중","","","","","02-3667-3579","","150096","서울특별시 영등포구 문래동6가 5번지 2호 문래아카데미","서울특별시 영등포구 선유로 59 (문래동6가)","07281","주식회사 리더스 산후조리원","2020-12-18 15:20:10","U","2020-12-20 02:40:00.0","","190114.183690988    ","446343.489384602    ","20","20","412","47","7.6","25","9","3.38","3.38","11.7","3","16","0","1","1","1","9","6","3"
"3180000","PHMB120113180034042100001","20110124","","01","영업/정상","13","영업중","","20210614","20210628","","02-2679-5005","","","","서울특별시 영등포구 선유로 63 (문래동6가, EEU동신타워)","07281","주식회사 라솜산후조리원","2021-06-29 17:30:21","U","2021-07-01 02:40:00.0","","190121.308341551    ","446385.28413493     ","16","16","15.9","31.4","9.86","0","7.39","0","3.18","0","4","10","0","2","0","0","11","8","3"
"3190000","PHMB120073190033042100001","20071023","","03","폐업","03","폐업","20160730","","","","","","156848","서울특별시 동작구 신대방동 359번지 69호 아카데미타워 403호","","","로얄산후조리원(2관)","2017-04-05 16:55:06","I","2018-08-31 23:59:59.0","","","","19","19","249.22","41.29","8.76","57.01","10.5","24.1","48.2","18.67","4","9","0","2","2","","","",""
"3190000","PHMB120073190033042100002","20070117","","03","폐업","03","폐업","20070411","","","","","","156854","서울특별시 동작구 신대방동 687번지 15호","서울특별시 동작구 대림로 54 (신대방동)","","본 산후조리원","2008-12-22 17:11:39","I","2018-08-31 23:59:59.0","","191765.918928731    ","442906.845419042    ","7","7","77.88","19.13","4.48","8.54","25.84","12","15.83","","2","3","","1","1","2","","",""
"3190000","PHMB120073190033042100003","20070120","","03","폐업","03","폐업","20160831","","","","","","156849","서울특별시 동작구 신대방동 395번지 69호 보라매아카데미 타워 401호","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미 타워 401호)","","로얄산후조리원","2017-04-05 16:56:08","I","2018-08-31 23:59:59.0","","193218.36400997     ","443239.581054145    ","20","20","300","58.74","5.94","62.1","8","32.84","55.83","15.58","4","11","","1","1","","","",""
"3190000","PHMB119993190033042100001","19990425","","03","폐업","03","폐업","20081127","","","","","","156832","서울특별시 동작구 상도동 356번지 2층","서울특별시 동작구 상도로 133 (상도동,2층)","","늘푸른산후조리원","2008-12-22 17:26:37","I","2018-08-31 23:59:59.0","","194136.4185038      ","444467.349038929    ","13","13","7.66","22.82","7.9","41.36","8","1.82","13.5","5.77","3","3","","1","1","","","",""
"3190000","PHMB120063190033042100001","20061031","","03","폐업","03","폐업","20081126","","","","","","156814","서울특별시 동작구 동작동 66번지 18호","","","사임당 산후조리원","2008-12-22 17:31:49","I","2018-08-31 23:59:59.0","","","","15","15","118.06","25.6","6.1","26.12","5.8","","42.72","4.62","5","2","1","1","1","","","",""
"3190000","PHMB120063190033042100002","20120102","","03","폐업","03","폐업","20190308","","","","826-6140","","156806","서울특별시 동작구 노량진2동 312번지 6호","서울특별시 동작구 장승배기로 113 (노량진동)","06936","마더휴","2019-03-08 17:10:12","U","2019-03-10 02:40:00.0","","194587.64831966     ","445069.910015179    ","22","22","284.2","37.56","7.74","43.71","14.61","5.64","56.43","7.28","4","3","","1","1","","0","",""
"3190000","PHMB120093190033042100001","20090122","","03","폐업","03","폐업","20201118","","","","","","","서울특별시 동작구 상도동 25-1 세담빌딩","서울특별시 동작구 상도로 213, 세담빌딩 (상도동)","06921","늘푸른산후조리원(동작점)","2020-11-18 17:37:02","U","2020-11-20 02:40:00.0","","194851.355710528    ","444812.543821527    ","10","10","148","214","","11","8","","3","4","3","5","","2","1","","6","6",""
"3190000","PHMB120143190033042100001","20141023","","03","폐업","03","폐업","20170421","","","","02-835-2228","","156713","서울특별시 동작구 신대방동 395번지 69호 결한방산후조리원보라매점","서울특별시 동작구 보라매로5가길 16, 4층 (신대방동, 결한방산후조리원보라매점)","07071","(주)결한방산후조리원보라매점","2017-05-10 09:18:15","I","2018-08-31 23:59:59.0","","193218.36400997     ","443239.581054145    ","15","15","369","32","14","56.6","23.4","41.2","13.2","11","1","3","","1","","1","4","4",""
"3190000","PHMB120043190033042100001","2004-06-23","","03","폐업","03","폐업","2013-09-10","","","","","","","서울특별시 동작구 대방동 336-6","서울특별시 동작구 상도로 82 (대방동)","07041","미래산후조리원","2024-10-16 09:17:10","U","2023-10-30 23:08:00.0","","193712.567320342","444141.942093412","","","","","","","","","","","","","","","","","","",""
"3200000","PHMB120103200033042100001","20100927","","03","폐업","03","폐업","20200611","","","","02-862-3588","","","서울특별시 관악구 봉천동 32번지 8호 동진빌딩","서울특별시 관악구 관악로 217, 동진빌딩 13층 (봉천동)","08744","로얄사임당 산후조리원(관악점)","2020-06-11 15:25:42","U","2020-06-13 02:40:00.0","","195915.267434669    ","442465.953291086    ","15","15","19.25","37.74","","8.68","12.24","6","4.2","8.05","3","5","0","2","1","","5","5",""
"3200000","PHMB120123200033042100002","20120113","","03","폐업","03","폐업","20191004","","","","879-9004","","151015","서울특별시 관악구 신림동 1638번지 1호","서울특별시 관악구 신원로 35 (신림동)","","가연산후조리원","2019-10-11 17:30:45","U","2019-10-13 02:40:00.0","","193643.274303943    ","442230.03574985     ","29","29","499.16","75.25","15.06","74.24","22.69","109.33","109.83","9.27","8","4","","2","1","1","6","6",""
"3200000","PHMB120073200033042100001","20070921","","03","폐업","03","폐업","20090425","","","","","","151015","서울특별시 관악구 신림동 1422번지 10호","서울특별시 관악구 남부순환로 1631 (신림동)","","관악 여울소 산후조리원","2009-06-30 15:19:51","I","2018-08-31 23:59:59.0","","193898.694557768    ","442510.166080003    ","10","10","168.05","20.5","","","","","","","3","3","0","2","1","","5","",""
"3180000","PHMB120103180034042100001","2010-06-30","","03","폐업","03","폐업","2023-12-26","","","","02-2676-5757","","","서울특별시 영등포구 문래동3가 77번지","서울특별시 영등포구 선유로 64 (문래동3가)","07295","아란태산후조리원","2023-12-22 14:07:53","U","2022-11-01 22:04:00.0","","190176.6271997","446383.661382419","","","","","","","","","","","","","","","","","","",""
"3180000","PHMB120153180034042100001","2015-05-15","","01","영업/정상","13","영업중","","","","","02-2068-6167","","150-038","서울특별시 영등포구 영등포동8가 80번지 1호","서울특별시 영등포구 영중로 140 (영등포동8가, 영중로 140)","07226","더 아이리스 산후조리원","2024-03-22 14:29:36","U","2023-12-02 22:04:00.0","","191628.281133809","447397.380617328","","","","","","","","","","","","","","","","","","",""
"3190000","PHMB120163190033042100001","2016-09-28","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워)","07071","카리스산후조리원(보라매점)","2024-09-26 13:06:32","U","2023-12-08 22:08:00.0","","193218.36400997","443239.581054145","","","","","","","","","","","","","","","","","","",""
"3200000","PHMB120083200033042100001","20081112","","03","폐업","03","폐업","20141028","","","","884-3579","","151826","서울특별시 관악구 은천동 937번지 15호","서울특별시 관악구 은천로 51 (봉천동)","","미래퀸 산후조리원","2014-10-29 09:37:55","I","2018-08-31 23:59:59.0","","194719.981415722    ","442674.193730756    ","18","18","326","37.53","9.2","33.96","10.94","56","","","3","3","","2","","","3","3",""
"3200000","PHMB120123200033042100004","20121112","","03","폐업","03","폐업","20140425","","","","889-0700","","151822","서울특별시 관악구 중앙동 463번지 4호 메카플러스 7,8층","서울특별시 관악구 양녕로 46 (봉천동,메카플러스 7,8층)","","로얄사임당산후조리원","2014-04-30 14:49:53","I","2018-08-31 23:59:59.0","","195274.343265834    ","442663.498606503    ","18","18","21.5","72","13.5","44.5","8.7","3.7","3.7","7.9","7","2","1","2","2","","7","7",""
"3200000","PHMB120153200033042100001","20150223","","03","폐업","03","폐업","20190412","20170412","20190411","","02-886-5551","","","","서울특별시 관악구 남부순환로 1785 (봉천동)","08758","미래드림 산후조리원","2019-04-12 13:45:57","U","2019-04-14 02:40:00.0","","195387.990236283    ","442205.889843962    ","13","13","234","39","0","28.32","20","0","31.9","16","4","5","","2","1","1","9","7","2"
"3200000","PHMB120093200033042100004","20090706","","03","폐업","03","폐업","20161108","20161006","20170405","","","","","서울특별시 관악구 봉천동 870번지 2호 은일빌딩","서울특별시 관악구 봉천로 462 (봉천동, 은일빌딩)","08758","사임당산후조리원","2016-11-08 13:16:38","I","2018-08-31 23:59:59.0","","195611.587818684    ","442204.012875284    ","10","10","126.19","18.02","23.65","21.68","6.12","","4.5","7.7","3","2","","","","","","",""
"3200000","PHMB120123200033042100003","2012-05-15","","01","영업/정상","13","영업중","","","","","02-873-1112","","","","서울특별시  남부순환로 1802","08786","로얄사임당산후조리원","2023-11-21 10:14:24","U","2022-10-31 22:03:00.0","","195537.269534163","442122.202180318","","","","","","","","","","","","","","","","","","",""
"3210000","PHMB120073210034042100001","20070822","","03","폐업","03","폐업","20200810","20200209","20200809","","","","137808","서울특별시 서초구 반포1동 706번지 6호 2층","서울특별시 서초구 강남대로 545-12 (반포동,2층)","","동그라미산후조리원 논현점","2020-08-25 15:28:22","U","2020-08-27 02:40:00.0","","201752.837426699    ","445355.0474105      ","15","15","12.1","28.36","4.55","23.46","6.76","","4","5.07","2","7","","","","3","5","2",""
"3210000","PHMB120063210034042100001","20061207","","03","폐업","03","폐업","20131120","","","","3473-3330","","137879","서울특별시 서초구 서초1동 1627번지 1호 교대벤처타워 7층","서울특별시 서초구 사임당로 64 (서초동,교대벤처타워 7층)","","서희산후조리원","2013-11-21 17:40:00","I","2018-08-31 23:59:59.0","","201430.47661735     ","442950.471520545    ","13","13","13","23","","","","","","","4","4","","","","4","","",""
"3210000","PHMB120063210034042100002","20061206","","01","영업/정상","13","영업중","","","","","02-532-1633","","137829","서울특별시 서초구 방배본동 783번지 26호 로얄쇼핑센터 3층","서울특별시 서초구 동작대로 172 (방배동,로얄쇼핑센터 3층)","","(주)와이케이동그라미 레피리움 강남지점","2020-09-03 16:59:38","U","2020-09-05 02:40:00.0","","198438.338613832    ","443294.835938427    ","14","14","16.5","48","16.5","20","7","15","6.6","16.5","3","4","","","","","0","",""
"3210000","PHMB120123210034042100001","20120201","","01","영업/정상","13","영업중","","","","","02-533-6169","","137855","서울특별시 서초구 서초4동 1302번지 4호 2~6층","서울특별시 서초구 서운로 216 (서초동)","06609","(주)사임당아모리움산후조리원","2020-09-03 16:58:46","U","2020-09-05 02:40:00.0","","201862.357603246    ","444462.626124882    ","28","28","547.8","68.32","24.33","30.54","15.2","79.2","60","38.5","6","8","","1","1","","8","6","2"
"3210000","PHMB120123210034042100002","20120524","","01","영업/정상","13","영업중","","20190601","20190624","","535-3853","","137803","서울특별시 서초구 반포4동 54번지 1호 쌍동빌딩서관 6층","서울특별시 서초구 고무래로 22 (반포동, 쌍동빌딩서관 6층)","06593","(주)센트리움산후조리원","2019-07-04 11:10:53","U","2019-07-06 02:40:00.0","","200878.342248065    ","444477.688306142    ","17","18","417.04","46","10","41.44","10.3","","3.08","16.04","4","5","1","1","1","1","6","6",""
"3220000","PHMB120063220033042100002","20061207","","03","폐업","03","폐업","20140306","","","","","","135833","서울특별시 강남구 논현2동 277번지 27호","서울특별시 강남구 봉은사로 303 (논현동)","","아이통곡산후조리원","2014-03-05 16:19:26","I","2018-08-31 23:59:59.0","","203479.293031865    ","445256.313474871    ","12","12","108","28","","","","","","","3","5","","2","1","","0","",""
"3220000","PHMB120073220033042100002","20071112","","03","폐업","03","폐업","20131128","","","","","","135894","서울특별시 강남구 신사동 617번지 5호","서울특별시 강남구 언주로 871 (신사동)","","호산여성병원산후조리원","2013-11-28 16:51:11","I","2018-08-31 23:59:59.0","","202879.096032846    ","447368.00014        ","7","7","148","","","","","","","","3","5","","","","","8","8",""
"3220000","PHMB120053220033042100001","20050929","","03","폐업","03","폐업","20161031","","","","552-0100","","","서울특별시 강남구 역삼동 786번지 12호","서울특별시 강남구 도곡로 786-19 (역삼동, 정민빌딩)","06230","행복한 산후조리원","2016-10-25 19:19:22","I","2018-08-31 23:59:59.0","","","","13","13","124.42","26.66","","167.25","5.5","1.48","24.81","5.44","4","6","","2","1","","0","",""
"3220000","PHMB120083220033042100001","20080228","","03","폐업","03","폐업","20130731","","","","558-7769","","135842","서울특별시 강남구 대치2동 984번지 로얄빌딩 3층","서울특별시 강남구 도곡로99길 16 (대치동,로얄빌딩 3층)","","르베르쏘 산후조리원","2014-05-19 16:37:48","I","2018-08-31 23:59:59.0","","205766.531433892    ","444407.220534592    ","16","16","258","35.17","","33.23","14.3","","41.66","","4","3","","2","2","","3","",""
"3220000","PHMB120083220033042100002","20080604","","03","폐업","03","폐업","20110715","","","","02-2057-6432","","135515","서울특별시 강남구 역삼2동 785번지 12호","서울특별시 강남구 언주로 303 (역삼동)","","드 라마 산후조리원","2017-03-06 11:14:00","I","2018-08-31 23:59:59.0","","204004.328388149    ","443597.980050957    ","15","15","302.09","15.6","12","44.7","11.51","4.9","68","10.41","9","0","2","1","2","","","",""
"3210000","PHMB120113210034042100001","2011-12-08","","01","영업/정상","13","영업중","","","","","537-3232","","","서울특별시 서초구 반포동 107번지 45호 부림빌딩 7,8층","서울특별시 서초구 사평대로18길 10, 부림빌딩 7,8층 (반포동)","06575","서래 네송스 산후조리원","2023-12-05 11:53:35","U","2022-11-02 00:07:00.0","","199540.058557374","444026.800198634","","","","","","","","","","","","","","","","","","",""
"3210000","PHMB120133210034042100001","2013-08-08","","03","폐업","03","폐업","2023-05-11","","","","02-592-3338","","137-044","서울특별시 서초구 반포4동 83번지 16호 양지빌딩 3,4,5층","서울특별시 서초구 동광로49길 7 (반포동, 양지빌딩 3,4,5층)","06580","(주) 메르앙서래","2023-11-28 10:57:38","U","2022-10-31 21:00:00.0","","200105.950303729","443487.224113906","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120063220033042100001","20061127","","03","폐업","03","폐업","20210518","20170713","20170801","","541-5673","","","서울특별시 강남구 청담동 132번지 16호 청구 빌딩 2층","서울특별시 강남구 학동로101길 15, 청구 빌딩 2층 (청담동)","06075","트리니티산후조리원(청담점)","2021-05-18 16:36:07","U","2021-05-20 02:40:00.0","","205004.086672612    ","446564.659683453    ","15","15","281.13","2.74","14.93","23.02","8.02","35","5.85","11.84","4","11","","1","1","4","6","4","2"
"3220000","PHMB120133220033042100001","20130816","","03","폐업","03","폐업","20190110","20170328","20170930","","558-2053","","135842","서울특별시 강남구 대치2동 984번지 로얄빌딩 3층","서울특별시 강남구 도곡로99길 16 (대치동)","06189","알루베베산후조리원","2019-01-10 18:23:18","U","2019-01-12 02:40:00.0","","205766.531433892    ","444407.220534592    ","17","17","258","35.17","","33.23","14.3","","2.8","","4","6","","1","1","1","3","3",""
"3220000","PHMB120083220033042100003","20080227","","03","폐업","03","폐업","20210430","20191101","20191128","","02-554-6600","","","서울특별시 강남구 역삼동 837번지 26호 삼일프라자오피스텔 3층 302호","서울특별시 강남구 도곡로1길 14, 삼일프라자오피스텔 3층 302호 (역삼동)","06253","앙즐레 산후조리원","2021-04-30 11:22:06","U","2021-05-02 02:40:00.0","","202803.137561335    ","443189.823482655    ","15","15","327.9","29.8","8.6","14","8.29","31.92","34.98","","4","3","1","1","2","","6","6","6"
"3220000","PHMB120113220033042100001","20111104","","03","폐업","03","폐업","20170404","","","","02-555-7166","","135917","서울특별시 강남구 역삼1동 694번지 12호","서울특별시 강남구 선릉로 535 (역삼동)","06149","라마드레 산후조리원","2017-04-04 16:55:18","I","2018-08-31 23:59:59.0","","204049.984382448    ","444973.446470304    ","18","18","320.5","49.4","14.5","23.1","6.6","22.8","28.8","33.7","3","6","","4","2","2","6","6",""
"3220000","PHMB120123220033042100003","20120426","","03","폐업","03","폐업","20160609","","","","555-9550","","","","서울특별시 강남구 언주로107길 658-7 (역삼동)","06136","산후조리원 궁 (강남점)","2016-06-09 15:44:02","I","2018-08-31 23:59:59.0","","","","18","18","334.2","42.9","","66.2","","","96.8","6.4","3","5","","1","1","","0","",""
"3220000","PHMB120123220033042100004","20120525","","03","폐업","03","폐업","20140507","","","","02-575-7870","","135859","서울특별시 강남구 도곡1동 941번지 8호","서울특별시 강남구 도곡로6길 13 (도곡동)","","라펠리체 산후조리원","2014-05-07 16:57:55","I","2018-08-31 23:59:59.0","","202983.070885408    ","443022.20537814     ","15","15","361.2","63.4","9.7","27.8","4.86","","","","7","6","","","","","7","7",""
"3220000","PHMB120123220033042100005","20121027","","03","폐업","03","폐업","20180228","","","","02-1899-2227","","","서울특별시 강남구 청담동 71번지 3호 11~13층","서울특별시 강남구 영동대로 71-3 (청담동, 튼튼병원빌딩)","06072","청담베네크레산후조리원","2018-02-28 17:08:51","I","2018-08-31 23:59:59.0","","204855.579518894    ","446576.858605648    ","29","29","669","74.4","18.6","57.6","18.3","43.9","88.5","22.8","5","2","1","1","2","2","3","3",""
"3220000","PHMB120183220033042100002","20180817","","01","영업/정상","13","영업중","","","","","02)579-0303","","","서울특별시 강남구 자곡동 635번지 1~3층","서울특별시 강남구 자곡로 110, 고수일레븐 1~3층 (자곡동)","06373","엘 산후조리원","2022-12-05 13:46:26","U","2021-11-02 00:07:00.0","","208396.743385115","441093.949862979","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120163220033042100002","2016-06-09","","01","영업/정상","13","영업중","","2024-04-15","2024-04-27","","02-555-9550","","","","서울특별시 강남구 언주로107길 35 (역삼동)","06136","궁산후조리원 강남본원지점","2024-04-26 20:13:37","U","2023-12-03 22:08:00.0","","203146.419320892","444976.079528745","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120143220033042100001","20140225","","01","영업/정상","13","영업중","","20171129","20171220","","02-508-0013","","","서울특별시 강남구 삼성동 151번지 1호 SISOMO TOWER","서울특별시 강남구 삼성로 548, SISOMO TOWER 2~4층 (삼성동)","06166","트리니티산후조리원(삼성점)","2019-11-07 16:05:28","U","2019-11-09 02:40:00.0","","204796.528984474    ","445378.716249213    ","19","24","355.5","50.2","6.6","","","23","26.5","10.2","4","12","","1","2","3","11","7","4"
"3220000","PHMB120143220033042100002","20140401","","01","영업/정상","13","영업중","","","","","02-3453-4628","","","서울특별시 강남구 역삼동 785번지 12호 3~5층","서울특별시 강남구 언주로 303, 3~5층 (역삼동)","06230","(주)그녀의 정원 드라마","2019-11-12 17:58:36","U","2019-11-14 02:40:00.0","","204004.328388149    ","443597.980050957    ","22","22","302.09","26.22","12","56.2","0","","9.7","10.41","18","0","1","5","3","6","10","8","2"
"3220000","PHMB120163220033042100001","20160315","","01","영업/정상","13","영업중","","","","","02-3453-4628","","","","서울특별시 강남구 언주로 303 (역삼동)","06230","주식회사 드라마글로벌 산후조리원","2016-03-15 17:10:02","I","2018-08-31 23:59:59.0","","204004.328388149    ","443597.980050957    ","7","7","221.07","17.15","9.32","0","0","6.29","21.81","43.29","3","0","0","0","3","0","8","6","2"
"3220000","PHMB120163220033042100003","2016-09-01","","01","영업/정상","13","영업중","","","","","02-512-0500","","","서울특별시 강남구 신사동 638번지 1호 윤호병원 5~6층","서울특별시 강남구 압구정로 304, 윤호병원 5~6층 (신사동)","06017","윤호 산후조리원","2024-07-22 10:09:32","U","2023-12-06 22:04:00.0","","202969.639103322","447402.299460543","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120163220033042100004","2016-11-17","","01","영업/정상","13","영업중","","","","","02-3471-2233","","","서울특별시 강남구 청담동 70-4","서울특별시 강남구 학동로97길 21-3, 청담마리더블레스 (청담동)","06072","청담마리더블레스 산후조리원","2024-05-03 16:32:02","U","2023-12-05 00:05:00.0","","204785.437108246","446530.444402431","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120093220033042100002","2009-03-23","","01","영업/정상","13","영업중","","2020-05-31","2020-07-20","","518-9782","","","서울특별시 강남구 삼성동 63번지 12호 B1,1,2층","서울특별시 강남구 삼성로120길 30, B1,1,2층 (삼성동)","06085","Saint park 산후조리원","2024-08-11 16:14:08","U","2023-12-07 23:03:00.0","","204670.698917723","446164.920842784","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120143220033042100003","2014-06-18","","01","영업/정상","13","영업중","","","","","02-577-8677","","","서울특별시 강남구 도곡동 941번지 8호 1~7층","서울특별시 강남구 도곡로6길 13, 1~7층 (도곡동)","06259","주식회사 맘스밀리 산후조리원 강남점","2025-01-15 13:21:41","U","2024-11-30 23:07:00.0","","202983.070885408","443022.20537814","","","","","","","","","","","","","","","","","","",""
"3220000","PHMB120123220033042100001","20120308","","01","영업/정상","13","영업중","","","","","547-5047","","","서울특별시 강남구 삼성동 101번지 1호","서울특별시 강남구 봉은사로111길 111-13 (삼성동, 마당빌딩)","06083","더 궁 산후조리원","2019-04-10 15:00:38","U","2019-04-12 02:40:00.0","","205685.206218981    ","445991.722889067    ","17","17","360.5","29","6","29.4","10.6","4.5","4.5","8.2","8","4","","1","1","","7","5","2"
"3220000","PHMB120123220033042100002","20120316","","01","영업/정상","13","영업중","","","","","3446-3434","","","서울특별시 강남구 논현동 90번지 1호","서울특별시 강남구 언주로 707, MH빌딩 12,13층 (논현동)","06053","M&H 산후조리원","2021-02-23 11:11:13","U","2021-02-25 02:40:00.0","","203026.272623345    ","446000.947269911    ","16","16","330.31","35.64","","","15","","","","11","15","","4","3","","17","15","2"
"3230000","PHMB120133230034042100001","20130128","","02","휴업","02","휴업","","20210521","20211014","","02-420-5560","","138849","서울특별시 송파구 송파1동 31번지 2호 현대레이크빌 2층","서울특별시 석촌호수로 284 (현대레이크빌 2층)","05623","뉴더퀸산후조리원","2021-05-21 14:53:26","U","2021-05-23 02:40:00.0","","209389.696217302    ","445393.711556926    ","19","19","373.58","40.32","9.46","29.77","6.43","","14.59","8.69","4","10","","2","","","0","2",""
